,mode,map,type,pl1_tm1_brawler,pl1_tm1_brwlr_trop,pl1_tm1_brwlr_pwr,pl2_tm1_brawler,pl2_tm1_brwlr_trop,pl2_tm1_brwlr_pwr,pl3_tm1_brawler,pl3_tm1_brwlr_trop,pl3_tm1_brwlr_pwr,pl1_tm2_brawler,pl1_tm2_brwlr_trop,pl1_tm2_brwlr_pwr,pl2_tm2_brawler,pl2_tm2_brwlr_trop,pl2_tm2_brwlr_pwr,pl3_tm2_brawler,pl3_tm2_brwlr_trop,pl3_tm2_brwlr_pwr,tm1_win,unq_battle_id
22,brawlBall,Pinball Dreams,ranked,MORTIS,831,10,COLT,723,10,SQUEAK,877,10,MORTIS,842,10,SHELLY,814,10,STU,749,10,False,20210825T134149.000Z_15000118_4836
23,brawlBall,Pinball Dreams,ranked,SANDY,872,10,GENE,820,10,SURGE,807,10,MORTIS,822,10,FRANK,849,10,SQUEAK,868,10,False,20210825T134346.000Z_15000118_5038
24,brawlBall,Pinball Dreams,ranked,COLT,952,10,MORTIS,950,10,BUZZ,524,10,EL PRIMO,775,10,COLT,803,10,EDGAR,774,10,True,20210825T153540.000Z_15000118_4778
25,brawlBall,Pinball Dreams,ranked,PIPER,822,10,COLT,958,10,MORTIS,956,10,SHELLY,772,10,MORTIS,749,10,GENE,807,10,False,20210825T153933.000Z_15000118_5064
26,brawlBall,Pinball Dreams,ranked,BEA,962,10,BUZZ,909,10,DYNAMIKE,906,10,BUZZ,964,10,SHELLY,624,10,LOU,936,10,True,20210825T154229.000Z_15000118_5301
27,brawlBall,Pinball Dreams,ranked,BELLE,817,10,MORTIS,807,10,SPIKE,814,10,BUZZ,954,10,PIPER,813,10,DYNAMIKE,960,10,True,20210825T154607.000Z_15000118_5165
28,brawlBall,Pinball Dreams,ranked,BUZZ,944,10,BROCK,876,10,EDGAR,920,10,LEON,814,10,STU,799,10,POCO,824,10,True,20210825T154945.000Z_15000118_5177
29,brawlBall,Pinball Dreams,ranked,DYNAMIKE,960,10,POCO,724,10,LOU,926,10,BEA,960,10,SPIKE,996,10,DARRYL,948,10,True,20210825T155253.000Z_15000118_5514
30,brawlBall,Pinball Dreams,ranked,DYNAMIKE,966,10,POCO,732,10,LOU,932,10,STU,745,10,JESSIE,940,10,SURGE,879,10,True,20210825T155519.000Z_15000118_5194
31,brawlBall,Pinball Dreams,ranked,BEA,946,10,STU,960,10,BUZZ,958,10,DYNAMIKE,972,10,POCO,740,10,BROCK,950,10,True,20210825T155843.000Z_15000118_5526
32,brawlBall,Pinball Dreams,ranked,DYNAMIKE,962,10,POCO,732,10,BROCK,940,10,SANDY,1175,10,JESSIE,1175,10,STU,1175,10,False,20210825T160014.000Z_15000118_6159
33,gemGrab,Diamond Dust,ranked,MORTIS,838,10,TARA,767,10,JACKY,763,10,MORTIS,687,10,TARA,950,10,EL PRIMO,960,10,True,20210825T161948.000Z_15000111_4965
34,gemGrab,Diamond Dust,ranked,BULL,932,10,COLT,966,10,GENE,964,10,BROCK,650,10,TARA,940,10,SHELLY,966,10,False,20210825T162322.000Z_15000111_5418
35,hotZone,Open Business,ranked,LOU,938,10,BEA,707,10,PAM,960,10,SPROUT,895,10,BO,861,10,POCO,819,10,False,20210825T162934.000Z_15000292_5180
36,brawlBall,Pinball Dreams,ranked,TARA,946,10,BROCK,658,10,LOU,928,10,FRANK,901,10,BEA,800,10,MORTIS,670,10,True,20210825T164136.000Z_15000118_4903
37,brawlBall,Pinball Dreams,ranked,BROCK,666,10,LOU,934,10,TARA,952,10,EL PRIMO,986,10,MORTIS,886,10,BELLE,749,10,True,20210825T164721.000Z_15000118_5173
38,brawlBall,Pinball Dreams,ranked,BROCK,674,10,LOU,940,10,TARA,958,10,LEON,915,10,GRIFF,917,10,BEA,541,10,False,20210825T165137.000Z_15000118_4945
39,brawlBall,Pinball Dreams,ranked,LEON,1002,10,BROCK,933,10,TARA,948,10,EL PRIMO,819,10,LEON,599,10,BELLE,766,10,False,20210825T165557.000Z_15000118_5067
40,brawlBall,Pinball Dreams,ranked,LEON,991,10,BROCK,960,10,SANDY,960,10,TARA,811,10,SPIKE,674,10,JESSIE,802,10,True,20210825T165948.000Z_15000118_5198
41,brawlBall,Pinball Dreams,ranked,SANDY,855,10,BEA,749,10,TARA,803,10,LEON,997,10,BROCK,966,10,SANDY,966,10,False,20210825T170135.000Z_15000118_5336
42,brawlBall,Pinball Dreams,ranked,STU,814,10,GENE,798,10,DARRYL,749,10,BROCK,972,10,LEON,1003,10,SANDY,972,10,False,20210825T170508.000Z_15000118_5308
43,gemGrab,Diamond Dust,ranked,LEON,940,10,SANDY,940,10,GENE,1040,10,SHELLY,837,10,RICO,918,10,BROCK,992,10,False,20210825T214255.000Z_15000111_5667
44,brawlBall,Pinball Dreams,ranked,SANDY,912,10,MORTIS,848,10,BROCK,956,10,BROCK,1006,10,GRIFF,1005,10,SURGE,1006,10,True,20210825T220403.000Z_15000118_5733
45,brawlBall,Pinball Dreams,ranked,MORTIS,950,10,JACKY,881,10,BROCK,962,10,EDGAR,906,10,RICO,974,10,SANDY,964,10,False,20210825T220627.000Z_15000118_5637
46,brawlBall,Pinball Dreams,ranked,MORTIS,940,10,FRANK,901,10,BROCK,952,10,SANDY,925,10,BROCK,821,10,SHELLY,864,10,False,20210825T220728.000Z_15000118_5403
47,brawlBall,Pinball Dreams,ranked,PIPER,976,10,SPIKE,950,10,GRIFF,960,10,BELLE,800,10,TARA,801,10,SANDY,818,10,True,20210825T221202.000Z_15000118_5305
48,brawlBall,Pinball Dreams,ranked,PIPER,982,10,SPIKE,956,10,GRIFF,966,10,BULL,884,10,BROCK,921,10,SQUEAK,924,10,False,20210825T221403.000Z_15000118_5633
49,brawlBall,Pinball Dreams,ranked,BROCK,907,10,LEON,913,10,SANDY,925,10,PIPER,972,10,GRIFF,956,10,SPIKE,946,10,True,20210825T221725.000Z_15000118_5619
50,siege,Factory Rush,ranked,SPIKE,910,10,GENE,976,10,CROW,960,10,BROCK,840,10,BELLE,974,10,CROW,992,10,False,20210826T011233.000Z_15000142_5652
51,siege,Factory Rush,ranked,AMBER,906,10,PIPER,966,10,BARLEY,783,10,SPIKE,900,10,CROW,950,10,GENE,966,10,False,20210826T011607.000Z_15000142_5471
52,siege,Factory Rush,ranked,MAX,970,10,LOU,892,10,MORTIS,774,10,SPIKE,906,10,CROW,956,10,GENE,972,10,False,20210826T011855.000Z_15000142_5470
53,siege,Factory Rush,ranked,BROCK,471,10,PIPER,747,10,COLT,960,10,SPIKE,912,10,GENE,978,10,CROW,962,10,True,20210826T012251.000Z_15000142_5030
54,siege,Factory Rush,ranked,BROCK,960,10,CROW,952,10,GENE,968,10,PENNY,744,10,PAM,655,10,LOU,532,10,True,20210826T012715.000Z_15000142_4811
55,siege,Factory Rush,ranked,BELLE,865,10,SURGE,749,10,SQUEAK,877,10,CROW,958,10,GENE,974,10,BROCK,966,10,False,20210826T013005.000Z_15000142_5389
56,siege,Factory Rush,ranked,BUZZ,749,10,COLT,790,10,PENNY,719,10,BROCK,972,10,CROW,964,10,GENE,980,10,False,20210826T013305.000Z_15000142_5174
57,siege,Factory Rush,ranked,BROCK,978,10,CROW,970,10,GENE,986,10,JESSIE,699,10,SQUEAK,817,10,EDGAR,749,10,True,20210826T013817.000Z_15000142_5199
58,siege,Factory Rush,ranked,BROCK,984,10,CROW,976,10,GENE,992,10,PIPER,980,10,BROCK,900,10,STU,334,10,False,20210826T014136.000Z_15000142_5166
59,siege,Factory Rush,ranked,CROW,791,10,PENNY,785,10,MORTIS,719,10,BROCK,974,10,CROW,966,10,GENE,982,10,False,20210826T014553.000Z_15000142_5217
60,siege,Factory Rush,ranked,COLT,842,10,BROCK,874,10,AMBER,874,10,BROCK,980,10,CROW,972,10,GENE,988,10,False,20210826T015052.000Z_15000142_5530
61,siege,Factory Rush,ranked,BROCK,986,10,GENE,994,10,CROW,978,10,DYNAMIKE,866,10,COLT,960,10,BIBI,749,10,True,20210826T015434.000Z_15000142_5533
62,gemGrab,Flooded Mine,ranked,BO,956,10,SANDY,1000,10,ROSA,960,10,RICO,886,10,JESSIE,789,10,MORTIS,760,10,True,20210826T084315.000Z_15000048_5351
63,gemGrab,Flooded Mine,ranked,SANDY,1005,10,BO,962,10,ROSA,966,10,SANDY,924,10,EMZ,936,10,PENNY,946,10,False,20210826T084612.000Z_15000048_5739
64,gemGrab,Flooded Mine,ranked,GENE,910,10,EMZ,1049,10,TARA,807,10,SANDY,994,10,PENNY,960,10,SPIKE,1009,10,False,20210826T084857.000Z_15000048_5729
65,gemGrab,Flooded Mine,ranked,GENE,880,10,SANDY,926,10,TARA,880,10,SPIKE,1014,10,SANDY,1000,10,PENNY,966,10,False,20210826T085106.000Z_15000048_5666
66,gemGrab,Flooded Mine,ranked,SANDY,1005,10,PENNY,972,10,SPIKE,1019,10,SANDY,813,10,TARA,797,10,GENE,815,9,True,20210826T085407.000Z_15000048_5421
67,gemGrab,Flooded Mine,ranked,SANDY,1010,10,PENNY,978,10,SPIKE,1024,10,PENNY,974,10,NITA,986,10,EMZ,966,10,False,20210826T085624.000Z_15000048_5938
68,gemGrab,Flooded Mine,ranked,BROCK,923,10,SANDY,892,10,TARA,911,10,PENNY,968,10,SPIKE,1013,10,SANDY,999,10,False,20210826T085829.000Z_15000048_5706
69,gemGrab,Flooded Mine,ranked,SANDY,1005,10,PENNY,974,10,SPIKE,1018,10,TARA,1000,10,SANDY,966,10,BELLE,1052,10,True,20210826T090045.000Z_15000048_6015
70,gemGrab,Flooded Mine,ranked,GENE,835,10,CROW,912,10,DYNAMIKE,816,10,SANDY,1010,10,PENNY,980,10,SPIKE,1023,10,False,20210826T090537.000Z_15000048_5576
71,bounty,Canal Grande,ranked,MORTIS,814,10,BROCK,829,10,COLONEL RUFFS,807,10,BROCK,923,10,BO,799,10,TICK,714,10,True,20210826T110838.000Z_15000054_4886
72,knockout,Double Bluff,ranked,BROCK,764,10,SPROUT,960,10,LEON,967,10,SQUEAK,729,10,MORTIS,794,10,EDGAR,737,9,True,20210826T132006.000Z_15000364_4951
73,knockout,Double Bluff,ranked,SPROUT,966,10,BROCK,772,10,LEON,973,10,SPROUT,885,10,EDGAR,936,10,COLONEL RUFFS,885,10,True,20210826T132153.000Z_15000364_5417
74,knockout,Double Bluff,ranked,BROCK,780,10,SPROUT,972,10,LEON,979,10,TICK,962,10,BELLE,990,10,LEON,996,10,True,20210826T132326.000Z_15000364_5679
75,knockout,Double Bluff,ranked,BROCK,788,10,SPROUT,978,10,LEON,985,10,BELLE,906,10,BROCK,749,10,STU,918,10,True,20210826T132700.000Z_15000364_5324
76,knockout,Double Bluff,ranked,MAX,792,10,BYRON,849,10,PENNY,749,10,SPROUT,984,10,BROCK,796,10,LEON,991,10,True,20210826T133522.000Z_15000364_5161
77,knockout,Double Bluff,ranked,BROCK,788,10,SPROUT,974,10,LEON,981,10,BROCK,791,10,BROCK,729,10,DYNAMIKE,684,10,True,20210826T134225.000Z_15000364_4947
78,knockout,Double Bluff,ranked,MORTIS,869,10,TICK,790,10,BELLE,564,10,BROCK,796,10,SPROUT,980,10,LEON,987,10,True,20210826T134557.000Z_15000364_4986
79,brawlBall,Turtle Shell,ranked,MORTIS,856,10,NITA,586,9,CROW,767,10,SHELLY,920,10,BROCK,970,10,TARA,1000,10,False,20210826T162444.000Z_15000412_5099
80,brawlBall,Turtle Shell,ranked,TARA,1000,10,BROCK,1001,10,SHELLY,1000,10,RICO,821,10,FRANK,838,10,TICK,820,10,False,20210826T162928.000Z_15000412_5480
81,brawlBall,Turtle Shell,ranked,TARA,989,10,BROCK,990,10,SHELLY,989,10,TARA,931,10,DARRYL,598,10,SQUEAK,506,7,True,20210826T163135.000Z_15000412_5003
82,brawlBall,Turtle Shell,ranked,TARA,995,10,SHELLY,995,10,BROCK,996,10,EL PRIMO,807,10,LEON,787,10,BROCK,789,10,False,20210826T163708.000Z_15000412_5369
83,brawlBall,Turtle Shell,ranked,TARA,985,10,BROCK,986,10,SHELLY,985,10,SANDY,979,10,NITA,835,10,MORTIS,805,10,True,20210826T164024.000Z_15000412_5575
84,brawlBall,Turtle Shell,ranked,TARA,991,10,SHELLY,991,10,BROCK,992,10,BULL,888,10,JESSIE,850,10,RICO,911,10,False,20210826T164309.000Z_15000412_5623
85,hotZone,Controller Chaos,ranked,MR. P,749,10,PAM,734,10,SPROUT,717,10,PAM,956,10,JESSIE,946,10,EMZ,978,10,False,20210826T171638.000Z_15000249_5080
86,hotZone,Controller Chaos,ranked,SPIKE,822,10,MORTIS,850,10,PAM,870,10,PAM,962,10,JESSIE,952,10,EMZ,984,10,True,20210826T172108.000Z_15000249_5440
87,hotZone,Controller Chaos,ranked,PAM,952,10,EMZ,974,10,SPIKE,960,10,FRANK,732,10,BROCK,765,10,EMZ,799,10,True,20210826T172624.000Z_15000249_5182
88,knockout,Deep End,ranked,BO,984,10,NANI,935,10,8-BIT,912,10,BROCK,757,9,SPROUT,970,10,SHELLY,792,10,True,20210826T172745.000Z_15000429_5350
89,brawlBall,Turtle Shell,ranked,SPIKE,964,10,EL PRIMO,942,10,BROCK,872,10,BROCK,962,10,SPIKE,962,10,RICO,976,10,True,20210826T172813.000Z_15000412_5678
90,hotZone,Controller Chaos,ranked,PAM,958,10,EMZ,980,10,SPIKE,966,10,STU,728,10,GALE,657,10,LOU,582,10,True,20210826T172922.000Z_15000249_4871
91,brawlBall,Turtle Shell,ranked,RICO,966,10,BROCK,952,10,SPIKE,952,10,SANDY,920,10,MORTIS,749,10,JESSIE,732,10,True,20210826T173156.000Z_15000412_5271
92,hotZone,Controller Chaos,ranked,STU,777,10,BARLEY,896,10,JACKY,730,10,PAM,964,10,SPIKE,972,10,EMZ,986,10,False,20210826T173433.000Z_15000249_5325
93,brawlBall,Turtle Shell,ranked,RICO,972,10,BROCK,958,10,SPIKE,958,10,BROCK,950,10,NITA,805,10,SQUEAK,406,10,True,20210826T173507.000Z_15000412_5049
94,brawlBall,Turtle Shell,ranked,BUZZ,798,10,RICO,811,10,COLT,822,10,SPIKE,964,10,RICO,978,10,BROCK,964,10,False,20210826T173822.000Z_15000412_5337
95,hotZone,Controller Chaos,ranked,COLONEL RUFFS,553,10,EMZ,774,10,EDGAR,636,10,SPIKE,978,10,EMZ,992,10,PAM,970,10,False,20210826T173849.000Z_15000249_4903
96,hotZone,Controller Chaos,ranked,PAM,976,10,EMZ,998,10,SPIKE,984,10,COLT,732,10,DYNAMIKE,735,10,EL PRIMO,883,10,True,20210826T174148.000Z_15000249_5308
97,brawlBall,Turtle Shell,ranked,BROCK,970,10,SPIKE,970,10,RICO,984,10,RICO,831,10,EDGAR,860,10,EMZ,700,10,False,20210826T174153.000Z_15000412_5315
98,brawlBall,Turtle Shell,ranked,BUZZ,948,10,RICO,974,10,BROCK,960,10,EDGAR,757,10,TARA,789,10,DYNAMIKE,662,10,True,20210826T174442.000Z_15000412_5090
99,brawlBall,Turtle Shell,ranked,RICO,814,10,BEA,857,10,STU,919,10,BUZZ,954,10,RICO,980,10,BROCK,966,10,True,20210826T174653.000Z_15000412_5490
100,brawlBall,Turtle Shell,ranked,JESSIE,536,10,NITA,799,10,TARA,780,10,BUZZ,944,10,RICO,970,10,BROCK,956,10,False,20210826T174955.000Z_15000412_4985
101,brawlBall,Turtle Shell,ranked,SANDY,902,10,GENE,952,10,SHELLY,891,10,BROCK,962,10,BUZZ,950,10,RICO,976,10,True,20210826T175227.000Z_15000412_5633
102,bounty,Excel,ranked,SPROUT,814,10,MORTIS,705,10,JACKY,873,10,TICK,960,10,BROCK,699,10,MORTIS,936,10,False,20210826T181123.000Z_15000081_4987
103,bounty,Excel,ranked,MORTIS,858,10,RICO,793,10,LEON,757,10,TICK,966,10,BROCK,707,10,MORTIS,942,10,False,20210826T181438.000Z_15000081_5023
104,bounty,Excel,ranked,RICO,656,10,BYRON,791,10,BROCK,625,10,TICK,972,10,BROCK,715,10,MORTIS,948,10,False,20210826T181745.000Z_15000081_4707
105,bounty,Excel,ranked,TICK,978,10,BROCK,723,10,MORTIS,954,10,RICO,849,10,COLETTE,972,10,TICK,778,10,True,20210826T182100.000Z_15000081_5254
106,bounty,Excel,ranked,MORTIS,796,10,DYNAMIKE,730,10,SPROUT,749,10,TICK,984,10,BROCK,731,10,MORTIS,960,10,False,20210826T182450.000Z_15000081_4950
107,bounty,Excel,ranked,BROCK,936,10,MORTIS,876,10,TICK,885,10,TICK,990,10,BROCK,739,10,MORTIS,966,10,True,20210826T182749.000Z_15000081_5392
108,bounty,Excel,ranked,POCO,789,10,MORTIS,650,10,SHELLY,811,10,TICK,980,10,BROCK,731,10,MORTIS,956,10,False,20210826T183109.000Z_15000081_4917
109,bounty,Excel,ranked,TICK,986,10,BROCK,739,10,MORTIS,962,10,RICO,603,10,BELLE,654,10,POCO,813,10,True,20210826T183416.000Z_15000081_4757
110,bounty,Excel,ranked,TICK,992,10,BROCK,747,10,MORTIS,968,10,BROCK,782,10,MORTIS,801,10,TICK,956,10,True,20210826T183703.000Z_15000081_5246
111,bounty,Excel,ranked,TICK,998,10,BROCK,755,10,MORTIS,974,10,SPROUT,757,10,MORTIS,799,10,TARA,823,10,False,20210826T184016.000Z_15000081_5106
112,bounty,Excel,ranked,RICO,942,10,BROCK,812,10,MORTIS,755,10,TICK,988,10,BROCK,871,10,MORTIS,964,10,False,20210826T184459.000Z_15000081_5332
113,bounty,Excel,ranked,BROCK,713,10,GENE,929,10,MORTIS,925,10,TICK,994,10,BROCK,878,10,MORTIS,970,10,False,20210826T184738.000Z_15000081_5409
114,bounty,Excel,ranked,MORTIS,976,10,TICK,1000,10,BROCK,885,10,MAX,825,10,MORTIS,827,10,BUZZ,855,10,False,20210826T185054.000Z_15000081_5368
115,bounty,Excel,ranked,TICK,989,10,MORTIS,966,10,BROCK,876,10,BO,797,10,MR. P,773,10,BROCK,773,10,True,20210826T185410.000Z_15000081_5174
116,bounty,Excel,ranked,TICK,995,10,BROCK,883,10,MORTIS,972,10,CARL,854,10,BELLE,891,10,BROCK,851,10,False,20210826T185733.000Z_15000081_5446
117,bounty,Excel,ranked,TICK,985,10,BROCK,874,10,MORTIS,962,10,BO,838,10,BROCK,843,10,LEON,799,10,True,20210826T190059.000Z_15000081_5301
118,bounty,Excel,ranked,BROCK,768,10,DARRYL,749,10,EDGAR,768,10,MORTIS,968,10,BROCK,881,10,TICK,991,10,True,20210826T190445.000Z_15000081_5125
119,bounty,Excel,ranked,TICK,981,10,BROCK,872,10,DARRYL,972,10,MAX,756,10,BUZZ,804,10,MORTIS,849,10,True,20210826T190751.000Z_15000081_5234
120,bounty,Excel,ranked,MORTIS,881,10,BROCK,920,10,TICK,896,10,MORTIS,809,10,BROCK,756,10,RICO,960,10,False,20210826T192459.000Z_15000081_5222
121,brawlBall,Turtle Shell,ranked,SPROUT,922,10,CROW,918,10,JESSIE,847,10,MORTIS,924,10,LEON,831,10,ROSA,687,10,False,20210826T193252.000Z_15000412_5129
122,siege,Junk Park,ranked,MAX,821,10,BIBI,834,10,RICO,806,10,FRANK,840,10,DYNAMIKE,970,10,BUZZ,872,10,False,20210826T193600.000Z_15000127_5143
123,brawlBall,Turtle Shell,ranked,MORTIS,830,10,RICO,874,10,EL PRIMO,765,10,MORTIS,930,10,EL PRIMO,778,10,NITA,749,10,False,20210826T193653.000Z_15000412_4926
124,siege,Junk Park,ranked,MAX,812,10,BIBI,836,10,BARLEY,749,10,DYNAMIKE,976,10,BUZZ,879,10,FRANK,847,10,True,20210826T193849.000Z_15000127_5099
125,brawlBall,Turtle Shell,ranked,DYNAMIKE,929,10,MORTIS,936,10,CARL,799,10,MORTIS,831,10,COLT,832,10,MAX,909,10,False,20210826T193940.000Z_15000412_5236
126,brawlBall,Turtle Shell,ranked,SPIKE,765,10,MAX,797,10,SANDY,774,10,MORTIS,926,10,STU,902,10,DYNAMIKE,919,10,False,20210826T194202.000Z_15000412_5083
127,brawlBall,Turtle Shell,ranked,DYNAMIKE,925,10,EL PRIMO,920,10,MORTIS,765,10,MORTIS,932,10,FRANK,960,10,SPIKE,749,10,False,20210826T194445.000Z_15000412_5251
128,brawlBall,Turtle Shell,ranked,MORTIS,938,10,RICO,874,10,BIBI,843,10,RICO,799,10,BELLE,934,10,BROCK,926,10,True,20210826T205914.000Z_15000412_5314
129,brawlBall,Turtle Shell,ranked,BROCK,793,10,POCO,798,10,MORTIS,944,10,BROCK,858,10,EDGAR,843,10,RICO,798,10,True,20210826T210048.000Z_15000412_5034
130,brawlBall,Turtle Shell,ranked,MORTIS,950,10,GALE,744,10,EMZ,740,10,MORTIS,829,10,RICO,762,8,SPIKE,760,10,True,20210826T210459.000Z_15000412_4785
131,brawlBall,Turtle Shell,ranked,BROCK,797,10,SURGE,849,10,PAM,741,10,MORTIS,956,10,RICO,743,10,COLONEL RUFFS,632,10,True,20210826T210921.000Z_15000412_4718
132,brawlBall,Turtle Shell,ranked,MR. P,824,10,RICO,814,10,JESSIE,836,10,MORTIS,946,10,SANDY,757,10,FRANK,800,10,False,20210826T211109.000Z_15000412_4977
133,brawlBall,Turtle Shell,ranked,MORTIS,952,10,BUZZ,808,10,TARA,556,10,GENE,838,10,SHELLY,819,10,LEON,828,10,False,20210826T211439.000Z_15000412_4801
134,brawlBall,Turtle Shell,ranked,FRANK,826,10,BUZZ,793,10,SHELLY,776,10,MORTIS,945,10,GALE,769,10,FRANK,771,10,True,20210826T211739.000Z_15000412_4880
135,brawlBall,Turtle Shell,ranked,MORTIS,935,10,FRANK,892,10,DYNAMIKE,778,10,BEA,851,10,TARA,850,10,RICO,756,10,True,20210826T212036.000Z_15000412_5062
136,brawlBall,Turtle Shell,ranked,SQUEAK,828,10,BIBI,799,10,BYRON,899,10,SHELLY,837,10,MORTIS,812,10,LEON,749,10,False,20210826T212138.000Z_15000412_4924
137,brawlBall,Turtle Shell,ranked,MORTIS,777,10,SPIKE,730,10,EL PRIMO,780,10,SQUEAK,819,10,BIBI,791,10,BYRON,890,10,False,20210826T212421.000Z_15000412_4787
138,brawlBall,Turtle Shell,ranked,SQUEAK,826,10,BIBI,799,10,BYRON,897,10,BROCK,942,10,COLETTE,982,10,SURGE,978,10,True,20210826T212722.000Z_15000412_5424
139,brawlBall,Turtle Shell,ranked,RICO,744,10,COLT,868,10,MORTIS,762,10,SQUEAK,833,10,FRANK,799,10,BYRON,904,10,True,20210826T212852.000Z_15000412_4910
140,brawlBall,Turtle Shell,ranked,SQUEAK,824,10,FRANK,791,10,BYRON,894,10,BELLE,799,10,STU,841,10,MORTIS,814,10,True,20210826T213035.000Z_15000412_4963
141,brawlBall,Turtle Shell,ranked,RICO,940,10,SHELLY,816,10,BEA,980,10,SURGE,962,10,MAX,982,10,SQUEAK,730,10,False,20210826T214701.000Z_15000412_5410
